cmpcode,docnum,yr,period,doccode,adddate
FDN,100301,2025,9,API,2025-03-14
FDN,100302,2025,4,API,2024-10-16
FDN,100303,2026,3,API,2025-09-22
FDN,100304,2024,7,API,2024-01-24
FDN,100305,2025,12,API,2025-06-05
FDN,100306,2024,7,API,2024-01-08
FDN,100307,2024,3,API,2023-09-12
FDN,100308,2024,5,APC,2023-11-19
FDN,100309,2025,7,API,2025-01-03
FDN,100310,2024,11,API,2024-05-07
FDN,100311,2025,10,API,2025-04-17
FDN,100312,2026,3,API,2025-09-28
FDN,100313,2026,4,APC,2025-10-31
FDN,100314,2025,5,API,2024-11-06
FDN,100315,2025,5,API,2024-11-12
FDN,100316,2026,3,API,2025-09-07
FDN,100317,2025,5,API,2024-11-12
FDN,100318,2026,6,APC,2025-12-11
FDN,100319,2025,11,API,2025-05-02
FDN,100320,2025,8,API,2025-02-24
FDN,100321,2025,10,API,2025-04-09
FDN,100322,2024,9,API,2024-03-30
FDN,100323,2025,11,API,2025-05-06
FDN,100324,2025,9,APC,2025-03-07
FDN,100325,2024,10,API,2024-04-10
FDN,100326,2024,12,API,2024-06-22
FDN,100327,2024,12,API,2024-06-12
FDN,100328,2025,4,API,2024-10-23
FDN,100329,2025,1,API,2024-07-21
FDN,100330,2025,10,APC,2025-04-26
FDN,100331,2024,3,APC,2023-09-15
FDN,100332,2026,1,API,2025-07-05
FDN,100333,2024,12,API,2024-06-25
FDN,100334,2025,8,API,2025-02-21
FDN,100335,2024,3,API,2023-09-25
FDN,100336,2025,11,API,2025-05-23
FDN,100337,2026,4,API,2025-10-04
FDN,100338,2025,11,API,2025-05-08
FDN,100339,2026,3,API,2025-09-18
FDN,100340,2026,6,API,2025-12-06
FDN,100341,2025,10,API,2025-04-23
FDN,100342,2024,8,APC,2024-02-29
FDN,100343,2024,12,API,2024-06-03
FDN,100344,2026,5,API,2025-11-10
FDN,100345,2024,11,API,2024-05-30
FDN,100346,2025,11,APC,2025-05-21
FDN,100347,2025,3,API,2024-09-24
FDN,100348,2024,12,API,2024-06-01
FDN,100349,2024,3,API,2023-09-19
FDN,100350,2025,2,API,2024-08-01
FDN,100351,2025,5,API,2024-11-26
FDN,100352,2025,12,API,2025-06-11
FDN,100353,2024,12,APC,2024-06-18
FDN,100354,2026,4,API,2025-10-11
FDN,100355,2025,5,API,2024-11-22
FDN,100356,2024,9,API,2024-03-19
FDN,100357,2026,6,APC,2025-12-14
FDN,100358,2026,1,API,2025-07-02
FDN,100359,2024,1,API,2023-07-29
FDN,100360,2024,12,API,2024-06-10
FDN,100361,2024,11,API,2024-05-28
FDN,100362,2025,2,API,2024-08-10
FDN,100363,2025,1,APC,2024-07-14
FDN,100364,2025,6,API,2024-12-15
FDN,100365,2024,11,API,2024-05-12
FDN,100366,2025,11,API,2025-05-05
FDN,100367,2026,2,API,2025-08-26
FDN,100368,2024,2,API,2023-08-29
FDN,100369,2025,10,API,2025-04-05
FDN,100370,2026,1,APC,2025-07-09
FDN,100371,2024,9,API,2024-03-23
FDN,100372,2025,6,API,2024-12-08
FDN,100373,2024,10,API,2024-04-07
FDN,100374,2024,6,API,2023-12-05
FDN,100375,2025,5,API,2024-11-23
FDN,100376,2024,8,API,2024-02-23
FDN,100377,2025,7,API,2025-01-02
FDN,100378,2025,12,API,2025-06-04
FDN,100379,2025,8,API,2025-02-24
FDN,100380,2026,1,API,2025-07-20
FDN,100381,2024,8,API,2024-02-17
FDN,100382,2025,11,API,2025-05-31
FDN,100383,2025,5,API,2024-11-24
FDN,100384,2026,2,APC,2025-08-11
FDN,100385,2025,9,API,2025-03-17
FDN,100386,2025,4,API,2024-10-16
FDN,100387,2025,5,API,2024-11-16
FDN,100388,2025,12,APC,2025-06-23
FDN,100389,2026,2,API,2025-08-12
FDN,100390,2025,9,API,2025-03-05
FDN,100391,2026,1,API,2025-07-07
FDN,100392,2024,10,API,2024-04-19
FDN,100393,2024,5,APC,2023-11-13
FDN,100394,2026,2,API,2025-08-13
FDN,100395,2025,5,API,2024-11-08
FDN,100396,2024,3,API,2023-09-21
FDN,100397,2026,4,APC,2025-10-23
FDN,100398,2026,5,API,2025-11-29
FDN,100399,2025,9,API,2025-03-16
FDN,100400,2026,6,API,2025-12-13
FDN,100401,2025,9,API,2025-03-04
FDN,100402,2025,2,API,2024-08-05
FDN,100403,2025,10,API,2025-04-03
MSO,100358,2025,1,APC,2024-07-27
MSO,100359,2025,11,API,2025-05-15
MSO,100360,2025,12,APC,2025-06-13
FDN,100404,2026,2,API,2025-08-22
FDN,100405,2024,7,API,2024-01-31
FDN,100406,2025,9,API,2025-03-20
FDN,100407,2025,1,API,2024-07-13
FDN,100408,2024,6,API,2023-12-10
FDN,100409,2024,12,API,2024-06-13
FDN,100410,2024,11,API,2024-05-17
MSO,100361,2024,9,API,2024-03-27
MSO,100362,2025,3,API,2024-09-05
MSO,100363,2026,5,API,2025-11-06
MSO,100364,2026,4,API,2025-10-13
MSO,100365,2025,9,API,2025-03-18
MSO,100366,2025,10,APC,2025-04-27
MSO,100367,2025,5,API,2024-11-17
FDN,100411,2025,4,API,2024-10-18
FDN,100412,2025,1,API,2024-07-02
FDN,100413,2025,10,API,2025-04-03
FDN,100414,2024,11,API,2024-05-19
FDN,100415,2025,8,API,2025-02-17
MSO,100368,2026,1,API,2025-07-02
MSO,100369,2025,2,API,2024-08-27
MSO,100370,2025,9,API,2025-03-20
MSO,100371,2025,8,API,2025-02-20
MSO,100372,2026,5,API,2025-11-14
MSO,100373,2025,10,API,2025-04-21
MSO,100374,2024,11,API,2024-05-04
MSO,100375,2025,11,API,2025-05-23
MSO,100376,2025,9,APC,2025-03-13
MSO,100377,2024,6,API,2023-12-14
MSO,100378,2025,11,APC,2025-05-23
MSO,100379,2025,1,APC,2024-07-06
MSO,100380,2025,9,API,2025-03-06
MSO,100381,2026,1,API,2025-07-02
MSO,100382,2025,5,API,2024-11-06
MSO,100383,2024,4,API,2023-10-31
MSO,100384,2025,8,API,2025-02-01
MSO,100385,2025,3,APC,2024-09-24
FDN,100416,2026,1,API,2025-07-29
FDN,100417,2026,5,APC,2025-11-25
FDN,100418,2025,7,API,2025-01-25
MSO,100386,2026,2,API,2025-08-01
MSO,100387,2024,11,API,2024-05-01
MSO,100388,2025,7,API,2025-01-10
MSO,100389,2026,2,API,2025-08-03
MSO,100390,2025,11,API,2025-05-26
MSO,100391,2025,8,API,2025-02-21
MSO,100392,2025,9,API,2025-03-31
MSO,100393,2026,6,API,2025-12-16
MSO,100394,2025,4,APC,2024-10-10
MSO,100395,2024,6,APC,2023-12-25
MSO,100396,2025,4,API,2024-10-21
FDN,100419,2025,11,API,2025-05-31
FDN,100420,2025,2,API,2024-08-18
FDN,100421,2024,6,API,2023-12-06
FDN,100422,2025,12,APC,2025-06-08
FDN,100423,2026,5,API,2025-11-28
FDN,100424,2025,3,API,2024-09-10
FDN,100425,2025,1,API,2024-07-28
FDN,100426,2024,11,APC,2024-05-15
MSO,100397,2025,1,API,2024-07-31
MSO,100398,2026,3,API,2025-09-18
MSO,100399,2025,8,API,2025-02-27
MSO,100400,2025,11,APC,2025-05-02
MSO,100401,2026,1,API,2025-07-20
MSO,100402,2025,7,API,2025-01-24
MSO,100403,2024,11,API,2024-05-21
MSO,100404,2024,10,API,2024-04-10
MSO,100405,2026,3,API,2025-09-22
MSO,100406,2025,9,API,2025-03-31
MSO,100407,2025,10,API,2025-04-04
MSO,100408,2024,8,API,2024-02-27
MSO,100409,2024,9,API,2024-03-05
MSO,100410,2025,11,APC,2025-05-31
MSO,100411,2024,7,APC,2024-01-12
MSO,100412,2025,7,API,2025-01-07
MSO,100413,2026,2,API,2025-08-31
MSO,100414,2025,3,API,2024-09-22
MSO,100415,2024,7,APC,2024-01-06
MSO,100416,2024,9,API,2024-03-26
MSO,100417,2024,6,API,2023-12-30
MSO,100418,2025,3,API,2024-09-18
MSO,100419,2024,9,API,2024-03-18
MSO,100420,2026,6,API,2025-12-25
MSO,100421,2024,1,APC,2023-07-29
MSO,100422,2025,2,API,2024-08-16
MSO,100423,2025,11,API,2025-05-12
MSO,100424,2024,11,API,2024-05-06
MSO,100425,2025,8,API,2025-02-05
MSO,100426,2025,11,APC,2025-05-05
MSO,100427,2025,5,API,2024-11-19
FDN,100427,2025,2,API,2024-08-26
FDN,100428,2024,12,API,2024-06-01
FDN,100429,2025,2,API,2024-08-15
FDN,100430,2025,10,API,2025-04-29
FDN,100431,2026,4,API,2025-10-29
FDN,100432,2025,2,API,2024-08-03
FDN,100433,2026,1,API,2025-07-02
FDN,100434,2025,10,APC,2025-04-23
FDN,100435,2026,1,APC,2025-07-15
FDN,100436,2026,1,API,2025-07-30
FDN,100437,2025,9,API,2025-03-26
FDN,100438,2026,6,API,2025-12-18
FDN,100439,2025,6,API,2024-12-08
FDN,100440,2025,5,API,2024-11-22
FDN,100441,2025,6,API,2024-12-20
FDN,100442,2025,3,API,2024-09-17
FDN,100443,2025,3,APC,2024-09-19
MSO,100428,2025,11,API,2025-05-12
MSO,100429,2025,7,APC,2025-01-28
MSO,100430,2024,10,API,2024-04-08
MSO,100431,2026,6,API,2025-12-26
MSO,100432,2025,3,API,2024-09-28
MSO,100433,2025,12,API,2025-06-08
MSO,100434,2025,4,API,2024-10-17
MSO,100435,2026,4,API,2025-10-30
MSO,100436,2025,1,API,2024-07-22
MSO,100437,2025,2,API,2024-08-04
MSO,100438,2025,8,API,2025-02-19
MSO,100439,2026,5,API,2025-11-02
MSO,100440,2024,12,API,2024-06-23
MSO,100441,2025,10,API,2025-04-08
MSO,100442,2026,2,API,2025-08-11
FDN,100444,2024,10,APC,2024-04-03
FDN,100445,2025,9,API,2025-03-07
FDN,100446,2025,4,API,2024-10-16
FDN,100447,2025,4,APC,2024-10-16
FDN,100448,2025,6,API,2024-12-22
FDN,100449,2024,6,API,2023-12-24
FDN,100450,2026,4,API,2025-10-20
FDN,100451,2026,3,API,2025-09-21
FDN,100452,2025,6,API,2024-12-07
MSO,100443,2026,4,API,2025-10-09
MSO,100444,2025,8,API,2025-02-24
MSO,100445,2025,7,API,2025-01-22
MSO,100446,2024,8,APC,2024-02-03
MSO,100447,2024,2,APC,2023-08-31
MSO,100448,2025,1,API,2024-07-03
MSO,100449,2025,4,APC,2024-10-05
MSO,100450,2024,3,API,2023-09-04
MSO,100451,2025,4,APC,2024-10-27
MSO,100452,2026,1,API,2025-07-04
MSO,100453,2026,2,API,2025-08-01
MSO,100454,2025,10,API,2025-04-21
MSO,100455,2025,11,APC,2025-05-18
MSO,100456,2025,6,API,2024-12-21
MSO,100457,2024,9,API,2024-03-02
MSO,100458,2024,6,API,2023-12-15
MSO,100459,2025,4,API,2024-10-28
MSO,100460,2026,4,APC,2025-10-30
MSO,100461,2026,3,API,2025-09-05
MSO,100462,2025,2,API,2024-08-01
MSO,100463,2025,4,API,2024-10-23
MSO,100464,2024,6,API,2023-12-09
MSO,100465,2025,1,API,2024-07-03
MSO,100466,2025,7,API,2025-01-12
MSO,100467,2025,4,API,2024-10-29
MSO,100468,2025,4,API,2024-10-07
FDN,100453,2026,6,API,2025-12-25
FDN,100454,2025,3,APC,2024-09-17
FDN,100455,2026,4,API,2025-10-18
FDN,100456,2025,2,APC,2024-08-23
FDN,100457,2025,8,API,2025-02-24
FDN,100458,2025,4,API,2024-10-14
FDN,100459,2024,11,API,2024-05-31
MSO,100469,2025,7,API,2025-01-24
MSO,100470,2026,3,API,2025-09-19
MSO,100471,2025,2,API,2024-08-06
MSO,100472,2024,10,API,2024-04-16
MSO,100473,2025,9,API,2025-03-26
MSO,100474,2025,10,API,2025-04-18
MSO,100475,2025,10,API,2025-04-02
MSO,100476,2025,2,API,2024-08-12
MSO,100477,2025,1,API,2024-07-28
MSO,100478,2025,1,API,2024-07-08
MSO,100479,2024,6,API,2023-12-30
MSO,100480,2025,5,API,2024-11-05
MSO,100481,2025,9,API,2025-03-24
MSO,100482,2025,2,API,2024-08-04
MSO,100483,2025,9,APC,2025-03-03
MSO,100484,2025,6,API,2024-12-27
MSO,100485,2026,3,API,2025-09-14
MSO,100486,2025,7,API,2025-01-19
MSO,100487,2025,8,APC,2025-02-06
MSO,100488,2025,5,API,2024-11-01
MSO,100489,2026,5,API,2025-11-17
MSO,100490,2026,5,APC,2025-11-04
MSO,100491,2026,1,APC,2025-07-13
MSO,100492,2024,12,API,2024-06-27
MSO,100493,2024,12,API,2024-06-30
MSO,100494,2024,5,API,2023-11-07
MSO,100495,2025,7,API,2025-01-25
MSO,100496,2025,3,API,2024-09-16
MSO,100497,2025,1,API,2024-07-27
MSO,100498,2024,11,APC,2024-05-08
MSO,100499,2025,4,API,2024-10-01
MSO,100500,2025,8,API,2025-02-20
MSO,100501,2024,5,APC,2023-11-29
MSO,100502,2026,4,API,2025-10-24
MSO,100503,2024,1,API,2023-07-18
MSO,100504,2026,2,API,2025-08-18
MSO,100505,2026,5,API,2025-11-20
MSO,100506,2024,9,API,2024-03-29
MSO,100507,2025,4,API,2024-10-18
MSO,100508,2025,7,API,2025-01-03
MSO,100509,2025,10,API,2025-04-03
MSO,100510,2025,7,API,2025-01-12
MSO,100511,2025,7,API,2025-01-28
MSO,100512,2025,7,API,2025-01-28
FDN,100460,2025,7,APC,2025-01-11
FDN,100461,2025,3,APC,2024-09-06
FDN,100462,2026,2,API,2025-08-13
FDN,100463,2025,8,APC,2025-02-16
FDN,100464,2025,4,API,2024-10-30
FDN,100465,2026,3,API,2025-09-17
FDN,100466,2026,2,API,2025-08-17
FDN,100467,2025,11,API,2025-05-07
FDN,100468,2025,5,API,2024-11-04
FDN,100469,2024,5,API,2023-11-18
MSO,100513,2024,9,API,2024-03-19
MSO,100514,2025,6,API,2024-12-16
MSO,100515,2024,10,API,2024-04-27
MSO,100516,2024,11,API,2024-05-08
MSO,100517,2024,10,API,2024-04-22
MSO,100518,2024,8,API,2024-02-04
FDN,100470,2024,7,API,2024-01-14
FDN,100471,2025,6,API,2024-12-03
FDN,100472,2024,1,API,2023-07-09
FDN,100473,2024,10,API,2024-04-11
FDN,100474,2024,12,API,2024-06-16
FDN,100475,2025,8,API,2025-02-11
FDN,100476,2025,2,API,2024-08-30
FDN,100477,2025,4,API,2024-10-07
FDN,100478,2024,2,API,2023-08-09
FDN,100479,2025,5,APC,2024-11-15
FDN,100480,2025,5,API,2024-11-03
FDN,100481,2026,5,APC,2025-11-13
FDN,100482,2025,4,API,2024-10-16
FDN,100483,2025,6,API,2024-12-28
FDN,100484,2026,5,API,2025-11-19
FDN,100485,2025,7,API,2025-01-21
FDN,100486,2026,1,API,2025-07-22
FDN,100487,2024,6,API,2023-12-18
FDN,100488,2025,12,API,2025-06-29
FDN,100489,2026,5,API,2025-11-19
FDN,100490,2026,2,API,2025-08-15
FDN,100491,2025,9,API,2025-03-07
FDN,100492,2026,2,API,2025-08-31
FDN,100493,2025,11,API,2025-05-13
FDN,100494,2026,2,API,2025-08-21
FDN,100495,2024,5,API,2023-11-13
FDN,100496,2024,9,API,2024-03-04
FDN,100497,2025,4,APC,2024-10-12
FDN,100498,2026,1,API,2025-07-04
FDN,100499,2024,9,API,2024-03-23
FDN,100500,2026,6,APC,2025-12-26
FDN,100501,2025,6,API,2024-12-18
FDN,100502,2024,11,API,2024-05-29
FDN,100503,2026,5,API,2025-11-02
FDN,100504,2025,2,API,2024-08-25
FDN,100505,2024,11,API,2024-05-31
FDN,100506,2025,8,API,2025-02-26
FDN,100507,2025,6,API,2024-12-05
FDN,100508,2025,1,API,2024-07-22
MSO,100519,2026,3,API,2025-09-15
MSO,100520,2025,5,API,2024-11-08
MSO,100521,2024,9,API,2024-03-31
MSO,100522,2026,3,API,2025-09-21
MSO,100523,2025,10,API,2025-04-07
MSO,100524,2026,3,API,2025-09-14
MSO,100525,2025,11,API,2025-05-04
MSO,100526,2024,2,API,2023-08-03
MSO,100527,2025,12,API,2025-06-19
MSO,100528,2024,10,APC,2024-04-09
MSO,100529,2024,11,API,2024-05-07
MSO,100530,2025,11,APC,2025-05-26
MSO,100531,2024,10,API,2024-04-02
MSO,100532,2024,3,API,2023-09-29
FDN,100509,2025,10,API,2025-04-26
FDN,100510,2024,9,API,2024-03-08
FDN,100511,2025,11,API,2025-05-15
FDN,100512,2024,7,APC,2024-01-16
FDN,100513,2024,7,API,2024-01-23
FDN,100514,2024,11,API,2024-05-08
FDN,100515,2025,4,APC,2024-10-13
FDN,100516,2026,2,APC,2025-08-14
FDN,100517,2025,9,API,2025-03-31
FDN,100518,2025,3,API,2024-09-08
FDN,100519,2025,6,API,2024-12-17
FDN,100520,2025,8,API,2025-02-26
FDN,100521,2025,4,API,2024-10-06
FDN,100522,2025,10,APC,2025-04-03
FDN,100523,2026,5,API,2025-11-15
FDN,100524,2026,3,APC,2025-09-06
FDN,100525,2026,2,APC,2025-08-03
FDN,100526,2024,6,API,2023-12-24
FDN,100527,2024,9,API,2024-03-14
FDN,100528,2026,2,API,2025-08-29
FDN,100529,2025,6,API,2024-12-06
FDN,100530,2025,5,API,2024-11-23
FDN,100531,2025,6,API,2024-12-31
FDN,100532,2026,1,API,2025-07-07
FDN,100533,2025,2,API,2024-08-12
FDN,100534,2026,3,API,2025-09-03
FDN,100535,2026,1,API,2025-07-16
FDN,100536,2026,4,APC,2025-10-12
FDN,100537,2025,10,APC,2025-04-23
FDN,100538,2025,12,API,2025-06-28
FDN,100539,2025,2,API,2024-08-02
FDN,100540,2024,3,API,2023-09-04
MSO,100533,2026,2,API,2025-08-15
MSO,100534,2024,11,API,2024-05-14
MSO,100535,2024,7,API,2024-01-05
MSO,100536,2026,2,APC,2025-08-21
MSO,100537,2025,6,APC,2024-12-28
MSO,100538,2025,5,API,2024-11-14
MSO,100539,2025,4,API,2024-10-05
FDN,100541,2026,3,API,2025-09-29
FDN,100542,2024,6,API,2023-12-21
FDN,100543,2024,9,API,2024-03-06
FDN,100544,2025,9,API,2025-03-14
FDN,100545,2024,11,API,2024-05-22
FDN,100546,2026,4,APC,2025-10-19
FDN,100547,2025,2,API,2024-08-17
FDN,100548,2026,4,API,2025-10-07
FDN,100549,2026,4,APC,2025-10-04
FDN,100550,2025,8,API,2025-02-13
FDN,100551,2026,3,APC,2025-09-24
MSO,100540,2025,11,API,2025-05-17
MSO,100541,2024,11,API,2024-05-30
MSO,100542,2024,10,API,2024-04-23
MSO,100543,2025,9,API,2025-03-27
MSO,100544,2025,1,API,2024-07-21
MSO,100545,2025,4,API,2024-10-09
MSO,100546,2026,3,API,2025-09-29
MSO,100547,2024,9,API,2024-03-13
MSO,100548,2025,6,API,2024-12-17
FDN,100552,2026,5,API,2025-11-28
FDN,100553,2025,2,API,2024-08-20
FDN,100554,2024,10,API,2024-04-07
FDN,100555,2025,11,API,2025-05-09
FDN,100556,2025,9,APC,2025-03-06
FDN,100557,2025,5,APC,2024-11-05
FDN,100558,2026,5,API,2025-11-06
FDN,100559,2025,8,API,2025-02-06
FDN,100560,2026,2,API,2025-08-13
FDN,100561,2026,1,API,2025-07-12
FDN,100562,2025,12,API,2025-06-02
FDN,100563,2024,2,APC,2023-08-23
FDN,100564,2024,2,APC,2023-08-05
FDN,100565,2025,9,API,2025-03-31
FDN,100566,2025,7,API,2025-01-20
FDN,100567,2025,2,APC,2024-08-07
FDN,100568,2024,6,API,2023-12-24
MSO,100549,2025,10,API,2025-04-22
MSO,100550,2026,4,API,2025-10-12
MSO,100551,2024,12,APC,2024-06-12
MSO,100552,2024,11,APC,2024-05-20
MSO,100553,2025,3,API,2024-09-21
MSO,100554,2026,4,API,2025-10-05
MSO,100555,2026,2,API,2025-08-10
MSO,100556,2024,12,APC,2024-06-08
MSO,100557,2025,11,API,2025-05-26
MSO,100558,2025,6,API,2024-12-05
MSO,100559,2025,4,API,2024-10-30
MSO,100560,2024,2,API,2023-08-10
MSO,100561,2025,5,APC,2024-11-13
MSO,100562,2024,11,API,2024-05-25
MSO,100563,2024,10,API,2024-04-29
MSO,100564,2025,6,APC,2024-12-14
MSO,100565,2024,11,API,2024-05-12
MSO,100566,2025,11,APC,2025-05-16
MSO,100567,2026,3,APC,2025-09-17
MSO,100568,2025,9,API,2025-03-22
MSO,100569,2026,3,API,2025-09-05
MSO,100570,2025,2,API,2024-08-02
MSO,100571,2024,9,API,2024-03-18
MSO,100572,2025,8,APC,2025-02-18
MSO,100573,2025,6,API,2024-12-11
MSO,100574,2024,9,API,2024-03-12
MSO,100575,2026,5,API,2025-11-08
MSO,100576,2025,9,APC,2025-03-17
MSO,100577,2024,6,API,2023-12-20
MSO,100578,2025,10,API,2025-04-05
MSO,100579,2025,7,API,2025-01-20
MSO,100580,2024,6,API,2023-12-18
MSO,100581,2024,3,API,2023-09-08
MSO,100582,2026,6,API,2025-12-12
MSO,100583,2025,7,API,2025-01-10
MSO,100584,2025,4,APC,2024-10-07
MSO,100585,2024,9,APC,2024-03-20
MSO,100586,2025,1,API,2024-07-12
MSO,100587,2024,12,APC,2024-06-30
MSO,100588,2026,3,API,2025-09-13
MSO,100589,2026,5,API,2025-11-25
MSO,100590,2025,3,API,2024-09-17
FDN,100569,2024,8,API,2024-02-09
FDN,100570,2025,3,API,2024-09-10
FDN,100571,2025,3,API,2024-09-02
FDN,100572,2025,8,API,2025-02-20
FDN,100573,2024,11,APC,2024-05-09
FDN,100574,2025,2,APC,2024-08-24
MSO,100591,2024,11,APC,2024-05-28
MSO,100592,2024,8,API,2024-02-03
MSO,100593,2026,4,API,2025-10-01
FDN,100575,2025,10,API,2025-04-25
FDN,100576,2025,6,APC,2024-12-16
FDN,100577,2026,1,API,2025-07-03
FDN,100578,2024,2,API,2023-08-11
MSO,100594,2025,11,API,2025-05-31
MSO,100595,2025,4,APC,2024-10-31
MSO,100596,2025,8,API,2025-02-13
MSO,100597,2025,5,API,2024-11-03
FDN,100579,2025,7,API,2025-01-24
FDN,100580,2026,6,APC,2025-12-23
MSO,100598,2026,4,API,2025-10-23
MSO,100599,2025,5,API,2024-11-29
MSO,100600,2024,6,APC,2023-12-06
MSO,100601,2024,5,API,2023-11-18
MSO,100602,2026,3,API,2025-09-07
MSO,100603,2025,4,API,2024-10-22
MSO,100604,2024,11,APC,2024-05-10
MSO,100605,2024,12,API,2024-06-30
MSO,100606,2024,9,API,2024-03-04
MSO,100607,2025,1,API,2024-07-19
FDN,100581,2026,4,API,2025-10-21
FDN,100582,2024,12,API,2024-06-11
FDN,100583,2026,1,API,2025-07-16
FDN,100584,2025,8,APC,2025-02-22
FDN,100585,2024,12,API,2024-06-24
FDN,100586,2025,1,APC,2024-07-01
FDN,100587,2026,2,API,2025-08-27
FDN,100588,2026,4,API,2025-10-20
FDN,100589,2025,2,API,2024-08-02
FDN,100590,2025,10,API,2025-04-24
FDN,100591,2025,1,APC,2024-07-23
FDN,100592,2025,12,APC,2025-06-25
FDN,100593,2024,10,APC,2024-04-07
FDN,100594,2024,10,API,2024-04-13
FDN,100595,2024,5,APC,2023-11-16
FDN,100596,2024,11,API,2024-05-20
FDN,100597,2026,1,API,2025-07-10
FDN,100598,2025,4,APC,2024-10-21
FDN,100599,2025,10,API,2025-04-19
FDN,100600,2024,6,API,2023-12-08
FDN,100601,2026,3,API,2025-09-05
FDN,100602,2026,1,API,2025-07-22
FDN,100603,2026,2,API,2025-08-06
FDN,100604,2024,9,APC,2024-03-11
FDN,100605,2026,2,APC,2025-08-11
FDN,100606,2025,1,API,2024-07-04
MSO,100608,2025,5,API,2024-11-07
MSO,100609,2025,1,API,2024-07-20
MSO,100610,2025,12,API,2025-06-12
MSO,100611,2024,1,API,2023-07-18
MSO,100612,2025,1,API,2024-07-18
MSO,100613,2025,4,API,2024-10-24
MSO,100614,2025,10,API,2025-04-13
MSO,100615,2024,12,APC,2024-06-12
MSO,100616,2026,4,API,2025-10-05
MSO,100617,2025,6,API,2024-12-21
MSO,100618,2026,5,API,2025-11-07
MSO,100619,2026,3,API,2025-09-05
MSO,100620,2025,4,API,2024-10-14
MSO,100621,2026,1,API,2025-07-14
MSO,100622,2025,3,APC,2024-09-17
MSO,100623,2025,3,APC,2024-09-18
MSO,100624,2026,2,API,2025-08-11
MSO,100625,2026,2,APC,2025-08-02
MSO,100626,2026,1,API,2025-07-24
MSO,100627,2025,10,API,2025-04-25
MSO,100628,2024,9,API,2024-03-17
MSO,100629,2024,4,API,2023-10-25
MSO,100630,2026,1,API,2025-07-06
MSO,100631,2025,5,API,2024-11-21
MSO,100632,2025,10,APC,2025-04-25
MSO,100633,2025,9,API,2025-03-18
MSO,100634,2024,10,API,2024-04-04
MSO,100635,2025,4,API,2024-10-19
MSO,100636,2026,5,API,2025-11-04
MSO,100637,2025,9,APC,2025-03-19
MSO,100638,2026,2,API,2025-08-08
MSO,100639,2025,5,API,2024-11-08
MSO,100640,2026,5,APC,2025-11-10
MSO,100641,2025,12,API,2025-06-20
MSO,100642,2026,3,APC,2025-09-07
MSO,100643,2025,3,API,2024-09-18
MSO,100644,2025,3,API,2024-09-23
MSO,100645,2025,7,APC,2025-01-10
MSO,100646,2025,1,API,2024-07-17
MSO,100647,2026,6,API,2025-12-28
MSO,100648,2024,7,API,2024-01-21
MSO,100649,2025,5,APC,2024-11-19
MSO,100650,2024,9,API,2024-03-06
MSO,100651,2024,8,API,2024-02-01
MSO,100652,2024,11,API,2024-05-09
FDN,100607,2024,10,API,2024-04-21
FDN,100608,2024,5,API,2023-11-21
FDN,100609,2026,3,APC,2025-09-06
FDN,100610,2026,5,API,2025-11-09
FDN,100611,2025,9,APC,2025-03-17
MSO,100653,2025,8,API,2025-02-13
MSO,100654,2024,5,APC,2023-11-15
MSO,100655,2025,7,API,2025-01-22
MSO,100656,2024,2,API,2023-08-31
MSO,100657,2026,1,APC,2025-07-30
MSO,100658,2025,2,API,2024-08-22
MSO,100659,2026,5,APC,2025-11-30
MSO,100660,2026,4,API,2025-10-04
MSO,100661,2024,2,API,2023-08-02
MSO,100662,2026,2,API,2025-08-28
MSO,100663,2026,3,APC,2025-09-24
MSO,100664,2025,12,API,2025-06-18
MSO,100665,2025,8,APC,2025-02-17
MSO,100666,2025,2,APC,2024-08-05
MSO,100667,2024,10,API,2024-04-18
MSO,100668,2025,12,APC,2025-06-08
MSO,100669,2025,3,API,2024-09-22
MSO,100670,2026,4,API,2025-10-27
MSO,100671,2025,6,API,2024-12-15
MSO,100672,2025,3,API,2024-09-07
MSO,100673,2024,12,API,2024-06-25
MSO,100674,2025,7,API,2025-01-29
MSO,100675,2024,11,API,2024-05-19
MSO,100676,2026,4,API,2025-10-26
MSO,100677,2026,4,APC,2025-10-02
MSO,100678,2026,4,API,2025-10-27
MSO,100679,2025,9,API,2025-03-05
MSO,100680,2026,5,API,2025-11-17
MSO,100681,2024,11,API,2024-05-18
MSO,100682,2024,10,APC,2024-04-26
MSO,100683,2025,5,APC,2024-11-29
MSO,100684,2024,10,API,2024-04-04
MSO,100685,2025,8,API,2025-02-24
MSO,100686,2024,11,APC,2024-05-10
MSO,100687,2024,8,APC,2024-02-02
FDN,100612,2024,8,API,2024-02-04
FDN,100613,2025,2,APC,2024-08-04
FDN,100614,2026,3,API,2025-09-30
FDN,100615,2026,4,API,2025-10-07
FDN,100616,2025,10,APC,2025-04-20
MSO,100688,2025,7,API,2025-01-14
MSO,100689,2024,12,API,2024-06-25
MSO,100690,2025,7,API,2025-01-30
MSO,100691,2026,5,API,2025-11-24
MSO,100692,2024,8,API,2024-02-16
MSO,100693,2026,3,API,2025-09-03
MSO,100694,2025,7,API,2025-01-15
MSO,100695,2025,1,API,2024-07-11
MSO,100696,2025,3,APC,2024-09-15
MSO,100697,2026,1,API,2025-07-07
FDN,100617,2025,4,APC,2024-10-22
FDN,100618,2025,12,API,2025-06-19
FDN,100619,2025,4,API,2024-10-02
