spend_rank,vendor_code,vendor_name,total_spend,paid_lines,pct_of_total,running_pct_of_total
342,V0456,Harbor Implant Solutions Corp 1159,1286976.67,57,0.0178,95.69
343,V0538,Highland Medical Devices Ltd 3343,1282277.81,43,0.0177,95.7077
344,V3040,United Advisory Partners Inc 0419,1281404.05,69,0.0177,95.7254
345,V0914,Ironwood Utility Services Holdings 2860,1274962.3,54,0.0176,95.743
346,V2615,Southpoint Lab Solutions Co 0401,1268896.04,64,0.0175,95.7606
347,V1820,Meridian Partners LLP Corp 2077,1255761.05,64,0.0174,95.778
348,V3041,Regional Technology Group Co 1599,1243123.27,40,0.0172,95.7952
349,V2588,Lakeshore Implant Solutions Inc 0341,1231545.76,45,0.017,95.8122
350,V1453,Southpoint Print Services Ltd 0422,1222045.01,63,0.0169,95.8291
351,V0904,Bluegrass Facilities Services Corp 0041,1216085.27,53,0.0168,95.8459
352,V1137,Liberty Building Maintenance LLC 3496,1206886.59,50,0.0167,95.8626
353,V3146,Premier Professional Services LP 2768,1201059.42,41,0.0166,95.8792
354,V3471,Regional Cloud Services Inc 2412,1196805.19,31,0.0166,95.8958
355,V1711,Granite Supply Company LP 2402,1190478.06,56,0.0165,95.9122
356,V1533,Vanguard Property Mgmt LP 1008,1187125.32,42,0.0164,95.9287
357,V2757,Vanguard Business Products Co 3201,1186204.2,30,0.0164,95.9451
358,V1006,Paramount Data Systems LLC 1174,1157966.88,57,0.016,95.9611
359,V1370,Heritage Clinical Reagents Inc 1981,1157890.92,38,0.016,95.9771
360,V0901,Pinnacle Building Maintenance Group 1045,1152009.44,39,0.0159,95.993
361,V0426,Ironwood Office Supply Holdings 3222,1136180.89,38,0.0157,96.0087
362,V2460,Allied Building Maintenance Holdings 0741,1127416.6,37,0.0156,96.0243
363,V0586,Summit Professional Services LP 1508,1118120.67,35,0.0155,96.0398
364,V3254,United Facilities Services Corp 2330,1116138.67,45,0.0154,96.0552
365,V2233,Regional Biologics LLC 0496,1105185.91,40,0.0153,96.0705
366,V2136,Summit Environmental Svcs Co 2041,1104083.37,36,0.0153,96.0858
367,V1027,Reliable Conference Group Holdings 0693,1096978.52,30,0.0152,96.101
368,V3107,Brightline BioSupply Group 0188,1094102.91,41,0.0151,96.1161
369,V3114,Reliable Professional Services Holdings 2462,1092576.23,38,0.0151,96.1312
370,V3435,National Drug Supply Group 0629,1090925.98,33,0.0151,96.1463
371,V3125,Dominion Medical Devices Ltd 1459,1090198.33,55,0.0151,96.1614
372,V1128,Regional Associates Co 2182,1086109.72,63,0.015,96.1764
373,V1475,Liberty Mechanical Group Inc 1621,1064059.11,37,0.0147,96.1911
374,V3095,Liberty Property Mgmt Ltd 2948,1063313.34,56,0.0147,96.2058
375,V2882,Paramount RX Wholesale LP 0022,1059382.27,37,0.0147,96.2205
376,V0565,Frontier Partners LLP Holdings 2142,1059097.6,44,0.0146,96.2351
377,V1064,Cardinal Partners LLP Inc 0155,1057792.85,59,0.0146,96.2497
378,V2798,Continental BioSupply Ltd 0325,1049725.58,37,0.0145,96.2643
379,V3083,Horizon Associates Group 2334,1045743.54,34,0.0145,96.2787
380,V0189,Harbor Clinical Staffing Ltd 0305,1030434.48,37,0.0143,96.293
381,V2700,Brightline Business Products Inc 3141,1027312.39,36,0.0142,96.3072
382,V3247,Harbor Laboratory Supply Holdings 1114,1017389.33,64,0.0141,96.3213
383,V0616,Coastal Locum Partners LP 1055,1013476.65,37,0.014,96.3353
384,V1332,Harbor Mechanical Group Co 0006,1003590.51,32,0.0139,96.3492
385,V2585,Evergreen Pharmaceuticals Inc 1109,997154.68,37,0.0138,96.3629
386,V0251,Cardinal Professional Services Ltd 0818,990298.98,56,0.0137,96.3766
387,V1088,Heritage Staffing Group Ltd 1482,989209.68,39,0.0137,96.3903
388,V1869,Evergreen Environmental Svcs Corp 1948,987677.78,31,0.0137,96.404
389,V0726,Riverside Pharma Distribution Ltd 1483,987105.58,27,0.0137,96.4176
390,V2653,Sentinel Office Supply LP 1598,986644.62,56,0.0136,96.4313
391,V0382,Summit Travel Services Group 2341,985935.7,48,0.0136,96.4449
392,V2658,Trinity Property Mgmt LP 2130,982161.76,33,0.0136,96.4585
393,V3412,Apex Implant Solutions Co 3242,979236.73,33,0.0135,96.472
394,V3209,Evergreen Surgical Systems Co 3117,971761.46,39,0.0134,96.4855
395,V3144,Cardinal Drug Supply Ltd 0776,969943.45,28,0.0134,96.4989
396,V0485,Summit Drug Supply Co 2153,965865.48,71,0.0134,96.5123
397,V3036,Integrated Healthcare Staffing LLC 3121,965754.81,30,0.0134,96.5256
398,V3142,Sterling Diagnostics Holdings 3379,959372.29,42,0.0133,96.5389
399,V1860,Summit Diagnostics Supply Holdings 2046,951413.18,31,0.0132,96.552
400,V1242,Lakeshore Lab Solutions Corp 0039,950870.63,36,0.0132,96.5652
401,V0260,Cascade Partners LLP Corp 0782,950132.99,54,0.0131,96.5783
402,V0644,Coastal Laboratory Supply Inc 1953,949917.45,54,0.0131,96.5915
403,V0575,Precision Business Products Ltd 2939,949067.89,34,0.0131,96.6046
404,V2756,Riverside General Supply LP 0853,948081.98,30,0.0131,96.6177
405,V0205,Apex RX Wholesale LP 2157,945577.43,66,0.0131,96.6308
406,V2771,Pinnacle Implant Solutions Corp 1721,930642.47,31,0.0129,96.6437
407,V2237,Metro Surgical Systems LLC 0761,929761.09,38,0.0129,96.6565
408,V3015,Riverside Clinical Reagents Group 2084,922719.95,52,0.0128,96.6693
409,V1001,Highland Pharma Distribution Inc 0440,916934.51,30,0.0127,96.682
410,V1145,National Health IT Group 0683,909492.31,40,0.0126,96.6945
411,V0477,Bluegrass Data Systems LP 0772,901641.25,27,0.0125,96.707
412,V2162,Riverside Diagnostics Supply LLC 3119,900067.06,38,0.0124,96.7195
413,V0504,Precision Mechanical Group Group 1916,898283.99,42,0.0124,96.7319
414,V1699,United Energy Services Inc 1006,896291.7,53,0.0124,96.7443
415,V3470,Southpoint Energy Services LP 2894,893135.05,30,0.0124,96.7566
416,V1799,Paramount Property Mgmt LP 1117,889403.63,61,0.0123,96.7689
417,V0291,Riverside Print Services Group 3105,886126.35,60,0.0123,96.7812
418,V0030,Heritage Advisory Partners LLC 0243,874079.53,40,0.0121,96.7933
419,V1392,Precision Business Products Group 2702,865811.46,61,0.012,96.8053
420,V2457,Vertex Professional Services Inc 1443,864308.08,25,0.012,96.8172
421,V0451,Trinity Pharmaceuticals Holdings 2467,856157.41,56,0.0118,96.829
422,V3479,Coastal Events Management LP 2401,854676.3,52,0.0118,96.8409
423,V2117,Crescent Laboratory Supply Ltd 0541,854422.26,47,0.0118,96.8527
424,V3210,Sentinel Pharmaceuticals Holdings 0189,840779.37,29,0.0116,96.8643
425,V2861,Precision Health IT LLC 3410,839341.76,32,0.0116,96.8759
426,V0082,Continental Software Solutions Holdings 2430,836568.47,28,0.0116,96.8875
427,V0280,Reliable Supply Company LLC 2137,835025.43,37,0.0115,96.899
428,V2923,Northgate Diagnostics Co 0969,830448.69,33,0.0115,96.9105
429,V0180,Sterling Locum Partners Corp 3215,824689.5,39,0.0114,96.9219
430,V1266,United Print Services Ltd 1867,809903.93,32,0.0112,96.9331
431,V2267,Reliable Healthcare Staffing LLC 0323,809102.8,54,0.0112,96.9443
432,V0553,Advanced MedTech Inc 2632,808506.82,33,0.0112,96.9555
433,V2314,Continental MedTech LP 0011,805066.2,49,0.0111,96.9666
434,V1004,Atlas Surgical Systems Holdings 2512,796056.94,27,0.011,96.9777
435,V1499,National Clinical Reagents Group 2693,788838.26,57,0.0109,96.9886
436,V2565,Heritage Advisory Partners Co 3091,782455.48,39,0.0108,96.9994
437,V0743,Sentinel Business Products Inc 1405,781614.69,58,0.0108,97.0102
438,V0576,Pinnacle Environmental Svcs Inc 0975,781392.36,31,0.0108,97.021
439,V2072,Cornerstone Health IT LP 0375,780728.7,37,0.0108,97.0318
440,V3353,Harbor Pharma Distribution Inc 2759,775346.74,40,0.0107,97.0425
441,V2240,Precision Environmental Svcs Holdings 1479,773984.27,36,0.0107,97.0532
442,V2251,Coastal Environmental Svcs Inc 3165,773861.41,33,0.0107,97.0639
443,V3221,Cardinal Clinical Reagents Corp 2869,770334.73,32,0.0107,97.0746
444,V1035,Liberty Cloud Services Co 0353,770243.27,62,0.0107,97.0852
445,V2081,Heritage Health IT Group 1348,770196.6,31,0.0107,97.0959
446,V2439,Cardinal Data Systems LP 2026,770102.22,35,0.0107,97.1065
447,V1509,Apex Implant Solutions Ltd 2144,769015.93,26,0.0106,97.1172
448,V1994,Integrated Drug Supply LLC 3230,762976.58,61,0.0106,97.1277
449,V1936,Highland Diagnostics LP 0173,760220.22,29,0.0105,97.1382
450,V0959,Bluegrass Building Maintenance Corp 0433,759085.7,39,0.0105,97.1487
451,V0305,Dominion Print Services Inc 3034,758278.17,50,0.0105,97.1592
452,V1704,Beacon Consulting Group LP 1398,756871.14,59,0.0105,97.1697
453,V2295,Cascade Diagnostics Supply Ltd 3158,756611.07,47,0.0105,97.1802
454,V2132,Highland Healthcare Staffing LLC 3328,751442.35,42,0.0104,97.1906
455,V2002,Apex Cloud Services Group 0221,747158.41,31,0.0103,97.2009
456,V3361,Premier Lab Solutions LLC 1492,738910.62,33,0.0102,97.2111
457,V0663,United Implant Solutions Inc 1844,738242.01,31,0.0102,97.2213
458,V0377,National Travel Services Corp 0034,722664.62,49,0.01,97.2313
459,V0106,Cardinal Workforce Solutions Corp 0809,722301.21,29,0.01,97.2413
460,V1672,Beacon Partners LLP Corp 2298,721352.73,36,0.01,97.2513
461,V0820,Liberty Lab Solutions LLC 0843,720068.57,33,0.01,97.2612
462,V2224,Sterling Diagnostics Corp 0893,719919.82,55,0.01,97.2712
463,V0705,Lakeshore Clinical Reagents Group 2994,717428.31,35,0.0099,97.2811
464,V1355,Metro Print Services Group 1753,712346.2,35,0.0099,97.291
465,V2691,Apex Hospitality Group LLC 1859,707981.08,47,0.0098,97.3008
466,V2102,Beacon Surgical Systems Co 1744,705853.48,37,0.0098,97.3105
467,V3054,United Business Products LP 3036,690617.9,26,0.0096,97.3201
468,V2385,United Biologics Inc 1711,689910.54,24,0.0095,97.3296
469,V0006,Apex Energy Services Group 0664,686956.18,41,0.0095,97.3391
470,V2747,Granite Medical Devices Ltd 2067,681205.29,27,0.0094,97.3485
471,V0224,Vanguard Travel Services Group 0429,677160.37,24,0.0094,97.3579
472,V1520,Frontier MedTech Group 3491,675704.64,51,0.0093,97.3673
473,V1441,Integrated Clinical Reagents Co 1199,672845.81,34,0.0093,97.3766
474,V1170,Reliable RX Wholesale Group 2029,666429.79,38,0.0092,97.3858
475,V2451,Brightline Consulting Group Co 2107,665146.54,36,0.0092,97.395
476,V0288,Meridian Health IT Inc 0447,658506.95,36,0.0091,97.4041
477,V2192,Ironwood Environmental Svcs LP 3068,652334.07,30,0.009,97.4131
478,V0442,Coastal Diagnostics LLC 3148,641723.88,60,0.0089,97.422
479,V0241,Advanced General Supply LP 3129,640069.0,26,0.0089,97.4308
480,V0039,Liberty Laboratory Supply Inc 0170,634912.51,64,0.0088,97.4396
481,V0870,Advanced Implant Solutions Inc 0519,633405.2,35,0.0088,97.4484
482,V0274,Liberty Consulting Group LLC 0808,630828.55,31,0.0087,97.4571
483,V0172,Liberty Environmental Svcs LP 0733,629962.81,30,0.0087,97.4658
484,V1604,Southpoint General Supply LP 0790,629369.02,33,0.0087,97.4745
485,V3233,Cascade Building Maintenance LP 0986,628314.42,33,0.0087,97.4832
486,V2306,Pinnacle Laboratory Supply Group 0227,627419.12,27,0.0087,97.4919
487,V0157,Southpoint Lab Solutions Co 0280,625314.72,44,0.0086,97.5005
488,V3113,Vertex Workforce Solutions Corp 1766,620835.87,45,0.0086,97.5091
489,V2622,Precision Events Management Ltd 0987,620442.87,38,0.0086,97.5177
490,V1629,Frontier MedTech LP 3154,620416.28,48,0.0086,97.5263
491,V0594,Highland Partners LLP Holdings 0013,619376.39,45,0.0086,97.5349
492,V0111,Summit Software Solutions Inc 3368,618930.31,37,0.0086,97.5434
493,V0596,Trinity Lab Solutions Inc 1181,613337.53,35,0.0085,97.5519
494,V1995,Summit Environmental Svcs Co 2753,612280.15,50,0.0085,97.5604
495,V3487,Dominion Advisory Partners Holdings 3234,608248.47,55,0.0084,97.5688
496,V1613,Crescent Clinical Staffing Group 2471,606256.26,45,0.0084,97.5772
497,V0873,Premier Gas Company Ltd 1044,602548.62,28,0.0083,97.5855
498,V2586,Frontier Cloud Services Co 1659,602440.14,26,0.0083,97.5938
499,V0566,Heritage Professional Services LLC 0272,601323.61,34,0.0083,97.6021
500,V3208,National RX Wholesale Ltd 3180,600434.9,51,0.0083,97.6104
501,V3140,Advanced Cloud Services LP 0250,596312.14,46,0.0082,97.6187
502,V1817,Atlas Locum Partners Inc 2502,588712.68,54,0.0081,97.6268
503,V2960,Heritage Events Management LP 0702,585663.73,28,0.0081,97.6349
504,V0119,United Cloud Services Corp 3486,583462.45,30,0.0081,97.643
505,V2531,Riverside Consulting Group Group 1178,579669.53,27,0.008,97.651
506,V1283,Apex Cloud Services Holdings 2665,577918.36,31,0.008,97.659
507,V0029,Premier MedTech Holdings 2972,568597.61,35,0.0079,97.6669
508,V2365,Cardinal Advisory Partners Ltd 1363,567959.86,30,0.0079,97.6747
509,V3165,United Consulting Group Corp 1841,563610.62,33,0.0078,97.6825
510,V0514,Harbor Laboratory Supply Co 2426,561580.95,52,0.0078,97.6903
511,V3260,Bluegrass Pharmaceuticals LP 0806,560589.39,51,0.0078,97.6981
512,V0396,Vertex Software Solutions Ltd 1980,557346.87,34,0.0077,97.7058
513,V1052,Lakeshore Medical Devices LLC 3240,557113.57,38,0.0077,97.7135
514,V2737,Horizon MedTech Group 3039,554194.36,41,0.0077,97.7211
515,V1762,Precision Surgical Systems Corp 1964,552386.67,24,0.0076,97.7288
516,V2932,Apex MedTech Group 2594,550424.57,32,0.0076,97.7364
517,V1220,Precision Pharma Distribution Ltd 0350,550254.51,49,0.0076,97.744
518,V1134,Frontier Locum Partners Inc 0597,548939.8,40,0.0076,97.7516
519,V0213,Advanced Diagnostics Ltd 2288,548025.74,38,0.0076,97.7592
520,V2983,Cardinal Pharmaceuticals Group 2589,544194.13,42,0.0075,97.7667
521,V1381,Granite Software Solutions Inc 1873,540028.09,47,0.0075,97.7742
522,V0107,Keystone Health IT Ltd 2253,539245.43,24,0.0075,97.7816
523,V0476,Southpoint Laboratory Supply Holdings 1528,538848.55,30,0.0075,97.7891
524,V1793,National Surgical Systems Co 1321,537567.85,24,0.0074,97.7965
525,V1821,Advanced Travel Services Ltd 2892,535715.42,28,0.0074,97.8039
526,V0313,Advanced Diagnostics Supply Co 1250,534113.84,42,0.0074,97.8113
527,V2952,Allied Locum Partners LLC 0769,530877.28,37,0.0073,97.8186
528,V2299,Paramount RX Wholesale Ltd 2165,524121.26,29,0.0072,97.8259
529,V0361,Vertex Travel Services Co 3183,523124.09,33,0.0072,97.8331
530,V1067,Horizon Technology Group Holdings 0851,521682.28,28,0.0072,97.8403
531,V1885,Keystone BioSupply Inc 0632,519690.02,29,0.0072,97.8475
532,V2942,Coastal Clinical Reagents Co 1955,517840.13,28,0.0072,97.8547
533,V1237,Bluegrass Medical Devices LLC 1240,512307.4,28,0.0071,97.8618
534,V2830,Vanguard Locum Partners Inc 1338,512175.48,22,0.0071,97.8689
535,V1252,Keystone Implant Solutions Inc 3102,510912.27,36,0.0071,97.8759
536,V2022,Regional MedTech Ltd 2092,510780.3,35,0.0071,97.883
537,V3033,Paramount Laboratory Supply Group 0432,509965.62,30,0.0071,97.89
538,V1567,Trinity Pharma Distribution Ltd 2834,503266.97,32,0.007,97.897
539,V1274,Advanced Advisory Partners Co 0506,500873.48,30,0.0069,97.9039
540,V0650,Southpoint Pharma Distribution Holdings 2103,499844.66,44,0.0069,97.9108
541,V2110,Harbor Diagnostics Ltd 1681,499517.64,52,0.0069,97.9178
542,V1240,Integrated Medical Devices LP 0846,498474.95,28,0.0069,97.9247
543,V2243,Highland Software Solutions Ltd 0483,497913.89,26,0.0069,97.9315
544,V1637,Apex Technology Group Corp 0686,497510.14,47,0.0069,97.9384
545,V2311,Trinity Power & Light Corp 2299,496448.59,47,0.0069,97.9453
546,V3457,Atlas Hospitality Group Inc 1330,494089.82,31,0.0068,97.9521
547,V1663,Highland Office Supply Co 1100,493568.3,34,0.0068,97.9589
548,V1708,Vertex Cloud Services Co 2899,490571.17,47,0.0068,97.9657
549,V3091,Keystone Office Supply Group 1820,490281.22,28,0.0068,97.9725
550,V1461,Evergreen Clinical Staffing LP 1836,487488.52,21,0.0067,97.9793
551,V0164,Trinity Biologics LP 2920,486482.89,29,0.0067,97.986
552,V1443,Sterling Surgical Systems Group 1262,485002.53,31,0.0067,97.9927
553,V1831,Lakeshore Property Mgmt LP 1452,484753.08,31,0.0067,97.9994
554,V2075,Allied Software Solutions Inc 1076,479973.16,30,0.0066,98.006
555,V3046,Continental Water Authority Ltd 2691,479734.16,26,0.0066,98.0127
556,V3382,National Print Services Group 2881,478845.24,26,0.0066,98.0193
557,V2634,Granite Professional Services Ltd 2356,477760.9,44,0.0066,98.0259
558,V2958,Liberty Biologics Corp 0578,474795.44,28,0.0066,98.0325
559,V1540,Brightline Cloud Services Holdings 0628,473320.17,28,0.0065,98.039
560,V1511,Riverside Medical Devices Inc 3021,472786.35,29,0.0065,98.0456
561,V3088,Crescent Health IT Ltd 0220,462993.65,23,0.0064,98.052
562,V1077,Precision Environmental Svcs Inc 0196,461073.95,26,0.0064,98.0583
563,V1830,Harbor Property Mgmt Ltd 1326,457041.55,44,0.0063,98.0647
564,V0711,Harbor Water Authority Ltd 1200,454692.73,46,0.0063,98.0709
565,V2094,Ironwood MedTech Holdings 2191,451936.17,26,0.0063,98.0772
566,V1050,Trinity Clinical Reagents LLC 2656,450734.31,26,0.0062,98.0834
567,V1971,National Laboratory Supply LP 1127,448339.76,30,0.0062,98.0896
568,V0681,Atlas RX Wholesale LLC 3062,447462.77,28,0.0062,98.0958
569,V2974,Coastal Travel Services Ltd 1697,442630.07,22,0.0061,98.1019
570,V3214,Meridian Advisory Partners LLC 2782,442057.14,26,0.0061,98.1081
571,V0370,Cascade Print Services Inc 0469,438456.52,24,0.0061,98.1141
572,V1416,Vertex Office Supply Co 2912,438286.6,24,0.0061,98.1202
573,V3501,Northgate.Environmental Svcs LLC 2919,437860.23,30,0.0061,98.1262
574,V1826,Evergreen Pharma Distribution Co 0301,435035.78,44,0.006,98.1323
575,V2814,Continental RX Wholesale LLC 0643,434587.57,25,0.006,98.1383
576,V2470,Dominion BioSupply Ltd 1824,433459.65,26,0.006,98.1443
577,V0933,United Health IT Holdings 1653,432658.76,22,0.006,98.1502
578,V0061,Integrated Associates LP 0585,430043.53,21,0.0059,98.1562
579,V1151,Liberty Implant Solutions Ltd 0396,429515.7,28,0.0059,98.1621
580,V0564,Sentinel Partners LLP Inc 3479,429144.84,26,0.0059,98.1681
581,V2071,Pinnacle Office Supply Holdings 3386,424282.61,25,0.0059,98.1739
582,V2044,Allied Conference Group Corp 2949,421053.77,33,0.0058,98.1798
583,V0735,Apex Pharmaceuticals LP 2452,417876.21,36,0.0058,98.1855
584,V1904,Bluegrass Implant Solutions Group 2345,416661.45,30,0.0058,98.1913
585,V2556,Beacon Consulting Group Holdings 0500,416641.32,50,0.0058,98.1971
586,V2890,Precision Implant Solutions LP 0529,416633.24,23,0.0058,98.2028
587,V0232,Northgate Cloud Services Ltd 1350,416592.62,26,0.0058,98.2086
588,V1535,Advanced RX Wholesale Inc 0215,416414.82,24,0.0058,98.2143
589,V0098,Pinnacle Pharma Distribution Group 1624,416090.73,44,0.0058,98.2201
590,V0574,Bluegrass Locum Partners LP 2235,413172.3,49,0.0057,98.2258
591,V3012,United Office Supply Corp 1842,412509.02,56,0.0057,98.2315
592,V2844,Meridian Clinical Reagents LP 2121,412047.12,38,0.0057,98.2372
593,V1228,Advanced Environmental Svcs Co 1393,411555.66,29,0.0057,98.2429
594,V0322,Horizon Building Maintenance Group 1863,411258.45,25,0.0057,98.2486
595,V2836,Riverside Professional Services LP 1639,408864.29,31,0.0057,98.2543
596,V0968,Granite MedTech LP 2096,402893.73,38,0.0056,98.2598
597,V1789,Vertex Business Products Ltd 0520,400961.72,27,0.0055,98.2654
598,V1780,Regional Mechanical Group Holdings 1314,400556.69,26,0.0055,98.2709
599,V1203,Regional Supply Company Inc 1260,398251.64,29,0.0055,98.2764
600,V0885,Liberty Surgical Systems LP 2627,395804.21,31,0.0055,98.2819
601,V0051,Ironwood MedTech LLC 3224,392334.34,50,0.0054,98.2873
602,V3111,Reliable Clinical Reagents LP 2651,391990.12,25,0.0054,98.2927
603,V3273,Precision Partners LLP Holdings 3082,391657.74,43,0.0054,98.2982
604,V0887,Vanguard Health IT Holdings 0680,391287.47,40,0.0054,98.3036
605,V0002,Allied Health IT Holdings 0511,391048.27,24,0.0054,98.309
606,V2008,Premier Surgical Systems Inc 3352,391017.59,22,0.0054,98.3144
607,V0102,Paramount Professional Services Ltd 2609,390979.78,36,0.0054,98.3198
608,V2016,Cascade Facilities Services LP 1563,390873.49,43,0.0054,98.3252
609,V1002,Southpoint Technology Group Group 0279,390721.36,26,0.0054,98.3306
610,V2422,Trinity Surgical Systems Co 3018,390344.13,25,0.0054,98.336
611,V0888,National MedTech LLC 2183,387385.06,45,0.0054,98.3414
612,V1747,Beacon Staffing Group LP 2862,386360.64,25,0.0053,98.3467
613,V1908,Highland Pharmaceuticals Inc 0655,384838.41,22,0.0053,98.352
614,V2097,Pinnacle Biologics Corp 3029,383589.91,30,0.0053,98.3573
615,V2523,Paramount Technology Group Inc 2379,382556.61,28,0.0053,98.3626
616,V2327,Meridian Implant Solutions Corp 0456,378574.76,25,0.0052,98.3679
617,V2649,Ironwood Advisory Partners Co 1912,376277.52,42,0.0052,98.3731
618,V1624,Trinity RX Wholesale Group 1497,375442.45,29,0.0052,98.3783
619,V2033,Highland Laboratory Supply Group 3238,372461.26,47,0.0052,98.3834
